Time,Temperature (C),Gas (ohms),Humidity (%),Pressure (hPa),Altitude (m),PM10 Standard (mirogram/m^3),PM25 Standard (mirogram/m^3),PM100 Standard (mirogram/m^3),
1676505160.5919528,44.961640625,148286,1.7969449055194417,1011.147029002053,17.523401525125816,0,0,0,
1676505161.7843556,44.9548046875,146357,1.8016206474412635,1011.1415552234753,17.569051304061222,0,0,0,
1676505162.9766731,44.950703125,148417,1.8063150926361717,1011.1404531742536,17.57824210983889,0,0,0,
1676505164.1691086,44.9462109375,148678,1.8062843395358341,1011.1369079676352,17.607808272108734,0,0,0,
1676505165.361412,44.9399609375,148417,1.8015192917140501,1011.1414633921141,17.569817153574,0,0,0,
1676505166.5537527,44.9329296875,147897,1.806193424170232,1011.1465879257124,17.527079970750158,0,0,0,
1676505167.7469673,44.9282421875,148810,1.8061613388362525,1011.1372746381576,17.60475032510465,0,0,0,
1676505168.940586,44.92375,148286,1.8155752127460374,1011.1337291075552,17.634319264584846,0,0,0,
1676505170.1324193,44.9212109375,148417,1.8108353675681657,1011.1369433209957,17.607513433250404,0,0,0,
1676505171.3242261,44.915546875,148417,1.8013526159333075,1011.1369793416354,17.60721302944894,0,0,0,
1676505172.5159512,44.9149609375,148678,1.806070437309346,1011.1378609349642,17.599860747758775,0,0,0,
